"TM","STN_ID","RWY_DIR","RWY_AD","ALERT"
"2017-01-15 00:14:59","113","34-","A","WSA"
"2017-01-15 00:14:59","113","16-","D","WSA"
"2017-01-15 02:33:19","113","16-","A","WSA"
"2017-01-15 02:33:19","113","34-","D","WSA"
"2017-01-15 02:33:19","113","34-","A","WSA"
"2017-01-15 02:33:19","113","16-","D","WSA"
"2017-01-15 02:33:29","113","16-","A","WSA"
"2017-01-15 02:33:29","113","34-","D","WSA"
"2017-01-15 02:33:29","113","34-","A","WSA"
"2017-01-15 02:33:29","113","16-","D","WSA"
"2017-01-15 02:33:39","113","16-","A","WSA"
"2017-01-15 02:33:39","113","34-","D","WSA"
"2017-01-15 02:33:39","113","34-","A","WSA"
"2017-01-15 02:33:39","113","16-","D","WSA"
"2017-01-15 03:03:19","113","16-","A","WSA"
"2017-01-15 03:03:19","113","34-","D","WSA"
"2017-01-15 03:03:19","113","34-","A","WSA"
"2017-01-15 03:03:19","113","16-","D","WSA"
"2017-01-15 03:03:29","113","16-","A","WSA"
"2017-01-15 03:03:29","113","34-","D","WSA"
"2017-01-15 03:03:29","113","34-","A","WSA"
"2017-01-15 03:03:29","113","16-","D","WSA"
"2017-01-15 03:03:39","113","16-","A","WSA"
"2017-01-15 03:03:39","113","34-","D","WSA"
"2017-01-15 03:03:39","113","34-","A","WSA"
"2017-01-15 03:03:39","113","16-","D","WSA"
"2017-01-15 03:03:49","113","16-","A","WSA"
"2017-01-15 03:03:49","113","34-","D","WSA"
"2017-01-15 03:03:49","113","34-","A","WSA"
"2017-01-15 03:03:49","113","16-","D","WSA"
"2017-01-15 03:51:59","113","16-","A","WSA"
"2017-01-15 03:51:59","113","34-","D","WSA"
"2017-01-15 03:51:59","113","34-","A","WSA"
"2017-01-15 03:51:59","113","16-","D","WSA"
"2017-01-15 03:52:09","113","16-","A","WSA"
"2017-01-15 03:52:09","113","34-","D","WSA"
"2017-01-15 03:52:09","113","34-","A","WSA"
"2017-01-15 03:52:09","113","16-","D","WSA"
"2017-01-15 03:52:19","113","16-","A","WSA"
"2017-01-15 03:52:19","113","34-","D","WSA"
"2017-01-15 03:52:19","113","34-","A","WSA"
"2017-01-15 03:52:19","113","16-","D","WSA"
"2017-01-15 03:52:29","113","16-","A","WSA"
"2017-01-15 03:52:29","113","34-","D","WSA"
"2017-01-15 03:52:29","113","34-","A","WSA"
"2017-01-15 03:52:29","113","16-","D","WSA"
"2017-01-15 03:52:39","113","16-","A","WSA"
"2017-01-15 03:52:39","113","34-","D","WSA"
"2017-01-15 03:52:39","113","34-","A","WSA"
"2017-01-15 03:52:39","113","16-","D","WSA"
"2017-01-15 03:52:49","113","16-","A","WSA"
"2017-01-15 03:52:49","113","34-","D","WSA"
"2017-01-15 03:52:49","113","34-","A","WSA"
"2017-01-15 03:52:49","113","16-","D","WSA"
"2017-01-15 03:52:59","113","16-","A","WSA"
"2017-01-15 03:52:59","113","34-","D","WSA"
"2017-01-15 03:52:59","113","34-","A","WSA"
"2017-01-15 03:52:59","113","16-","D","WSA"
"2017-01-15 03:53:09","113","16-","A","WSA"
"2017-01-15 03:53:09","113","34-","D","WSA"
"2017-01-15 03:53:09","113","34-","A","WSA"
"2017-01-15 03:53:09","113","16-","D","WSA"
"2017-01-15 03:53:19","113","16-","A","WSA"
"2017-01-15 03:53:19","113","34-","D","WSA"
"2017-01-15 03:53:19","113","34-","A","WSA"
"2017-01-15 03:53:19","113","16-","D","WSA"
"2017-01-15 03:53:29","113","16-","A","WSA"
"2017-01-15 03:53:29","113","34-","D","WSA"
"2017-01-15 03:53:29","113","34-","A","WSA"
"2017-01-15 03:53:29","113","16-","D","WSA"
"2017-01-15 03:53:39","113","16-","A","WSA"
"2017-01-15 03:53:39","113","34-","D","WSA"
"2017-01-15 03:53:39","113","34-","A","WSA"
"2017-01-15 03:53:39","113","16-","D","WSA"
"2017-01-15 03:53:49","113","16-","A","WSA"
"2017-01-15 03:53:49","113","34-","D","WSA"
"2017-01-15 03:53:49","113","34-","A","WSA"
"2017-01-15 03:53:49","113","16-","D","WSA"
"2017-01-20 07:59:19","113","16-","A","WSA"
"2017-01-20 07:59:19","113","34-","D","WSA"
"2017-01-20 07:59:19","113","34-","A","WSA"
"2017-01-20 07:59:19","113","16-","D","WSA"
"2017-01-20 07:59:29","113","16-","A","WSA"
"2017-01-20 07:59:29","113","34-","D","WSA"
"2017-01-20 07:59:29","113","34-","A","WSA"
"2017-01-20 07:59:29","113","16-","D","WSA"
"2017-01-20 08:06:09","113","16-","A","WSA"
"2017-01-20 08:06:09","113","34-","D","WSA"
"2017-01-20 08:06:09","113","34-","A","WSA"
"2017-01-20 08:06:09","113","16-","D","WSA"
"2017-01-20 08:06:19","113","16-","A","WSA"
"2017-01-20 08:06:19","113","34-","D","WSA"
"2017-01-20 08:06:19","113","34-","A","WSA"
"2017-01-20 08:06:19","113","16-","D","WSA"
"2017-01-20 09:21:59","113","34-","A","WSA"
"2017-01-20 09:21:59","113","16-","D","WSA"
"2017-01-20 09:22:09","113","34-","A","WSA"
"2017-01-20 09:22:09","113","16-","D","WSA"
"2017-01-20 09:42:09","113","34-","A","WSA"
"2017-01-20 09:42:09","113","16-","D","WSA"
"2017-01-20 09:54:09","113","34-","A","WSA"
"2017-01-20 09:54:09","113","16-","D","WSA"
"2017-01-20 09:54:19","113","34-","A","WSA"
"2017-01-20 09:54:19","113","16-","D","WSA"
"2017-01-20 09:54:29","113","34-","A","WSA"
"2017-01-20 09:54:29","113","16-","D","WSA"
"2017-01-20 10:21:49","113","16-","A","WSA"
"2017-01-20 10:21:49","113","34-","D","WSA"
"2017-01-20 10:21:49","113","34-","A","WSA"
"2017-01-20 10:21:49","113","16-","D","WSA"
"2017-01-20 10:21:59","113","16-","A","WSA"
"2017-01-20 10:21:59","113","34-","D","WSA"
"2017-01-20 10:21:59","113","34-","A","WSA"
"2017-01-20 10:21:59","113","16-","D","WSA"
"2017-01-20 10:23:39","113","16-","A","WSA"
"2017-01-20 10:23:39","113","34-","D","WSA"
"2017-01-20 10:23:39","113","34-","A","WSA"
"2017-01-20 10:23:39","113","16-","D","WSA"
"2017-01-20 10:23:49","113","16-","A","WSA"
"2017-01-20 10:23:49","113","34-","D","WSA"
"2017-01-20 10:23:49","113","34-","A","WSA"
"2017-01-20 10:23:49","113","16-","D","WSA"
"2017-01-20 10:23:59","113","16-","A","WSA"
"2017-01-20 10:23:59","113","34-","D","WSA"
"2017-01-20 10:23:59","113","34-","A","WSA"
"2017-01-20 10:23:59","113","16-","D","WSA"
"2017-01-20 10:24:10","113","16-","A","WSA"
"2017-01-20 10:24:10","113","34-","D","WSA"
"2017-01-20 10:24:10","113","34-","A","WSA"
"2017-01-20 10:24:10","113","16-","D","WSA"
"2017-01-20 10:39:09","113","33R","A","WSA"
"2017-01-20 10:39:09","113","15L","D","WSA"
"2017-01-20 10:39:09","113","33L","A","WSA"
"2017-01-20 10:39:09","113","15R","D","WSA"
"2017-01-20 10:39:09","113","15R","A","WSA"
"2017-01-20 10:39:09","113","33L","D","WSA"
"2017-01-20 10:39:09","113","15L","A","WSA"
"2017-01-20 10:39:09","113","33R","D","WSA"
"2017-01-20 10:45:59","113","16-","A","WSA"
"2017-01-20 10:45:59","113","34-","D","WSA"
"2017-01-20 10:45:59","113","34-","A","WSA"
"2017-01-20 10:45:59","113","16-","D","WSA"
"2017-01-20 10:46:09","113","16-","A","WSA"
"2017-01-20 10:46:09","113","34-","D","WSA"
"2017-01-20 10:46:09","113","34-","A","WSA"
"2017-01-20 10:46:09","113","16-","D","WSA"
"2017-01-20 10:46:19","113","16-","A","WSA"
"2017-01-20 10:46:19","113","34-","D","WSA"
"2017-01-20 10:46:19","113","34-","A","WSA"
"2017-01-20 10:46:19","113","16-","D","WSA"
"2017-01-20 10:46:28","113","16-","A","WSA"
"2017-01-20 10:46:28","113","34-","D","WSA"
"2017-01-20 10:46:28","113","34-","A","WSA"
"2017-01-20 10:46:28","113","16-","D","WSA"
"2017-01-20 10:57:59","113","34-","A","WSA"
"2017-01-20 10:57:59","113","16-","D","WSA"
"2017-01-20 10:58:09","113","34-","A","WSA"
"2017-01-20 10:58:09","113","16-","D","WSA"
"2017-01-20 10:58:19","113","34-","A","WSA"
"2017-01-20 10:58:19","113","16-","D","WSA"
"2017-01-20 11:16:39","113","33R","A","WSA"
"2017-01-20 11:16:39","113","15L","D","WSA"
"2017-01-20 11:16:39","113","33L","A","WSA"
"2017-01-20 11:16:39","113","15R","D","WSA"
"2017-01-20 11:16:39","113","15R","A","WSA"
"2017-01-20 11:16:39","113","33L","D","WSA"
"2017-01-20 11:16:39","113","15L","A","WSA"
"2017-01-20 11:16:39","113","33R","D","WSA"
"2017-01-20 11:16:49","113","33R","A","WSA"
"2017-01-20 11:16:49","113","15L","D","WSA"
"2017-01-20 11:16:49","113","33L","A","WSA"
"2017-01-20 11:16:49","113","15R","D","WSA"
"2017-01-20 11:16:49","113","15R","A","WSA"
"2017-01-20 11:16:49","113","33L","D","WSA"
"2017-01-20 11:16:49","113","15L","A","WSA"
"2017-01-20 11:16:49","113","33R","D","WSA"
"2017-01-20 11:41:29","113","34-","A","WSA"
"2017-01-20 11:41:29","113","16-","D","WSA"
"2017-01-20 11:41:39","113","34-","A","WSA"
"2017-01-20 11:41:39","113","16-","D","WSA"
"2017-01-20 12:29:29","113","34-","A","WSA"
"2017-01-20 12:29:29","113","16-","D","WSA"
"2017-01-20 12:29:39","113","34-","A","WSA"
"2017-01-20 12:29:39","113","16-","D","WSA"
"2017-01-20 12:41:49","113","34-","A","WSA"
"2017-01-20 12:41:49","113","16-","D","WSA"
"2017-01-20 12:41:59","113","34-","A","WSA"
"2017-01-20 12:41:59","113","16-","D","WSA"
"2017-01-20 12:42:09","113","34-","A","WSA"
"2017-01-20 12:42:09","113","16-","D","WSA"
"2017-01-20 12:42:19","113","34-","A","WSA"
"2017-01-20 12:42:19","113","16-","D","WSA"
"2017-01-20 12:42:29","113","34-","A","WSA"
"2017-01-20 12:42:29","113","16-","D","WSA"
"2017-01-20 12:42:39","113","34-","A","WSA"
"2017-01-20 12:42:39","113","16-","D","WSA"
"2017-01-20 12:42:49","113","34-","A","WSA"
"2017-01-20 12:42:49","113","16-","D","WSA"
"2017-01-20 12:42:59","113","34-","A","WSA"
"2017-01-20 12:42:59","113","16-","D","WSA"
"2017-01-20 12:43:09","113","16-","A","WSA"
"2017-01-20 12:43:09","113","34-","D","WSA"
"2017-01-20 12:43:09","113","34-","A","WSA"
"2017-01-20 12:43:09","113","16-","D","WSA"
"2017-01-20 12:43:19","113","33R","A","WSA"
"2017-01-20 12:43:19","113","15L","D","WSA"
"2017-01-20 12:43:19","113","33L","A","WSA"
"2017-01-20 12:43:19","113","15R","D","WSA"
"2017-01-20 12:43:19","113","15R","A","WSA"
"2017-01-20 12:43:19","113","33L","D","WSA"
"2017-01-20 12:43:19","113","15L","A","WSA"
"2017-01-20 12:43:19","113","33R","D","WSA"
"2017-01-20 12:43:19","113","34-","A","WSA"
"2017-01-20 12:43:19","113","16-","D","WSA"
"2017-01-20 12:43:29","113","33R","A","WSA"
"2017-01-20 12:43:29","113","15L","D","WSA"
"2017-01-20 12:43:29","113","33L","A","WSA"
"2017-01-20 12:43:29","113","15R","D","WSA"
"2017-01-20 12:43:29","113","15R","A","WSA"
"2017-01-20 12:43:29","113","33L","D","WSA"
"2017-01-20 12:43:29","113","15L","A","WSA"
"2017-01-20 12:43:29","113","33R","D","WSA"
"2017-01-20 12:43:39","113","33R","A","WSA"
"2017-01-20 12:43:39","113","15L","D","WSA"
"2017-01-20 12:43:39","113","33L","A","WSA"
"2017-01-20 12:43:39","113","15R","D","WSA"
"2017-01-20 12:43:39","113","15R","A","WSA"
"2017-01-20 12:43:39","113","33L","D","WSA"
"2017-01-20 12:43:39","113","15L","A","WSA"
"2017-01-20 12:43:39","113","33R","D","WSA"
"2017-01-20 12:43:49","113","33R","A","WSA"
"2017-01-20 12:43:49","113","15L","D","WSA"
"2017-01-20 12:43:49","113","33L","A","WSA"
"2017-01-20 12:43:49","113","15R","D","WSA"
"2017-01-20 12:43:49","113","15R","A","WSA"
"2017-01-20 12:43:49","113","33L","D","WSA"
"2017-01-20 12:43:49","113","15L","A","WSA"
"2017-01-20 12:43:49","113","33R","D","WSA"
"2017-01-20 12:43:59","113","33R","A","WSA"
"2017-01-20 12:43:59","113","15L","D","WSA"
"2017-01-20 12:43:59","113","33L","A","WSA"
"2017-01-20 12:43:59","113","15R","D","WSA"
"2017-01-20 12:43:59","113","15R","A","WSA"
"2017-01-20 12:43:59","113","33L","D","WSA"
"2017-01-20 12:43:59","113","15L","A","WSA"
"2017-01-20 12:43:59","113","33R","D","WSA"
"2017-01-20 12:44:09","113","33R","A","WSA"
"2017-01-20 12:44:09","113","15L","D","WSA"
"2017-01-20 12:44:09","113","33L","A","WSA"
"2017-01-20 12:44:09","113","15R","D","WSA"
"2017-01-20 12:44:09","113","15R","A","WSA"
"2017-01-20 12:44:09","113","33L","D","WSA"
"2017-01-20 12:44:09","113","15L","A","WSA"
"2017-01-20 12:44:09","113","33R","D","WSA"
"2017-01-20 12:44:59","113","34-","A","WSA"
"2017-01-20 12:44:59","113","16-","D","WSA"
"2017-01-20 12:45:09","113","33R","A","WSA"
"2017-01-20 12:45:09","113","15L","D","WSA"
"2017-01-20 12:45:09","113","33L","A","WSA"
"2017-01-20 12:45:09","113","15R","D","WSA"
"2017-01-20 12:45:09","113","15R","A","WSA"
"2017-01-20 12:45:09","113","33L","D","WSA"
"2017-01-20 12:45:09","113","15L","A","WSA"
"2017-01-20 12:45:09","113","33R","D","WSA"
"2017-01-20 12:45:09","113","34-","A","WSA"
"2017-01-20 12:45:09","113","16-","D","WSA"
"2017-01-20 12:45:19","113","34-","A","WSA"
"2017-01-20 12:45:19","113","16-","D","WSA"
"2017-01-20 12:45:39","113","33R","A","WSA"
"2017-01-20 12:45:39","113","15L","D","WSA"
"2017-01-20 12:45:39","113","33L","A","WSA"
"2017-01-20 12:45:39","113","15R","D","WSA"
"2017-01-20 12:45:39","113","15R","A","WSA"
"2017-01-20 12:45:39","113","33L","D","WSA"
"2017-01-20 12:45:39","113","15L","A","WSA"
"2017-01-20 12:45:39","113","33R","D","WSA"
"2017-01-20 12:45:49","113","33R","A","WSA"
"2017-01-20 12:45:49","113","15L","D","WSA"
"2017-01-20 12:45:49","113","33L","A","WSA"
"2017-01-20 12:45:49","113","15R","D","WSA"
"2017-01-20 12:45:49","113","15R","A","WSA"
"2017-01-20 12:45:49","113","33L","D","WSA"
"2017-01-20 12:45:49","113","15L","A","WSA"
"2017-01-20 12:45:49","113","33R","D","WSA"
"2017-01-20 12:53:39","113","33R","A","WSA"
"2017-01-20 12:53:39","113","15L","D","WSA"
"2017-01-20 12:53:39","113","33L","A","WSA"
"2017-01-20 12:53:39","113","15R","D","WSA"
"2017-01-20 12:53:39","113","15R","A","WSA"
"2017-01-20 12:53:39","113","33L","D","WSA"
"2017-01-20 12:53:39","113","15L","A","WSA"
"2017-01-20 12:53:39","113","33R","D","WSA"
"2017-01-20 12:53:49","113","33R","A","WSA"
"2017-01-20 12:53:49","113","15L","D","WSA"
"2017-01-20 12:53:49","113","33L","A","WSA"
"2017-01-20 12:53:49","113","15R","D","WSA"
"2017-01-20 12:53:49","113","15R","A","WSA"
"2017-01-20 12:53:49","113","33L","D","WSA"
"2017-01-20 12:53:49","113","15L","A","WSA"
"2017-01-20 12:53:49","113","33R","D","WSA"
"2017-01-20 12:53:59","113","33R","A","WSA"
"2017-01-20 12:53:59","113","15L","D","WSA"
"2017-01-20 12:53:59","113","33L","A","WSA"
"2017-01-20 12:53:59","113","15R","D","WSA"
"2017-01-20 12:53:59","113","15R","A","WSA"
"2017-01-20 12:53:59","113","33L","D","WSA"
"2017-01-20 12:53:59","113","15L","A","WSA"
"2017-01-20 12:53:59","113","33R","D","WSA"
"2017-01-20 12:54:09","113","33R","A","WSA"
"2017-01-20 12:54:09","113","15L","D","WSA"
"2017-01-20 12:54:09","113","33L","A","WSA"
"2017-01-20 12:54:09","113","15R","D","WSA"
"2017-01-20 12:54:09","113","15R","A","WSA"
"2017-01-20 12:54:09","113","33L","D","WSA"
"2017-01-20 12:54:09","113","15L","A","WSA"
"2017-01-20 12:54:09","113","33R","D","WSA"
"2017-01-20 12:54:19","113","33R","A","WSA"
"2017-01-20 12:54:19","113","15L","D","WSA"
"2017-01-20 12:54:19","113","33L","A","WSA"
"2017-01-20 12:54:19","113","15R","D","WSA"
"2017-01-20 12:54:19","113","15R","A","WSA"
"2017-01-20 12:54:19","113","33L","D","WSA"
"2017-01-20 12:54:19","113","15L","A","WSA"
"2017-01-20 12:54:19","113","33R","D","WSA"
"2017-01-20 12:54:29","113","33R","A","WSA"
"2017-01-20 12:54:29","113","15L","D","WSA"
"2017-01-20 12:54:29","113","33L","A","WSA"
"2017-01-20 12:54:29","113","15R","D","WSA"
"2017-01-20 12:54:29","113","15R","A","WSA"
"2017-01-20 12:54:29","113","33L","D","WSA"
"2017-01-20 12:54:29","113","15L","A","WSA"
"2017-01-20 12:54:29","113","33R","D","WSA"
"2017-01-20 12:54:39","113","33R","A","WSA"
"2017-01-20 12:54:39","113","15L","D","WSA"
"2017-01-20 12:54:39","113","33L","A","WSA"
"2017-01-20 12:54:39","113","15R","D","WSA"
"2017-01-20 12:54:39","113","15R","A","WSA"
"2017-01-20 12:54:39","113","33L","D","WSA"
"2017-01-20 12:54:39","113","15L","A","WSA"
"2017-01-20 12:54:39","113","33R","D","WSA"
"2017-01-20 13:00:59","113","16-","A","WSA"
"2017-01-20 13:00:59","113","34-","D","WSA"
"2017-01-20 13:00:59","113","34-","A","WSA"
"2017-01-20 13:00:59","113","16-","D","WSA"
"2017-01-20 13:43:59","113","33R","A","WSA"
"2017-01-20 13:43:59","113","15L","D","WSA"
"2017-01-20 13:43:59","113","33L","A","WSA"
"2017-01-20 13:43:59","113","15R","D","WSA"
"2017-01-20 13:43:59","113","15R","A","WSA"
"2017-01-20 13:43:59","113","33L","D","WSA"
"2017-01-20 13:43:59","113","15L","A","WSA"
"2017-01-20 13:43:59","113","33R","D","WSA"
"2017-01-20 13:44:09","113","33R","A","WSA"
"2017-01-20 13:44:09","113","15L","D","WSA"
"2017-01-20 13:44:09","113","33L","A","WSA"
"2017-01-20 13:44:09","113","15R","D","WSA"
"2017-01-20 13:44:09","113","15R","A","WSA"
"2017-01-20 13:44:09","113","33L","D","WSA"
"2017-01-20 13:44:09","113","15L","A","WSA"
"2017-01-20 13:44:09","113","33R","D","WSA"
"2017-01-20 13:47:39","113","16-","A","WSA"
"2017-01-20 13:47:39","113","34-","D","WSA"
"2017-01-20 13:47:39","113","34-","A","WSA"
"2017-01-20 13:47:39","113","16-","D","WSA"
"2017-01-20 13:47:49","113","16-","A","WSA"
"2017-01-20 13:47:49","113","34-","D","WSA"
"2017-01-20 13:47:49","113","34-","A","WSA"
"2017-01-20 13:47:49","113","16-","D","WSA"
"2017-01-20 13:47:58","113","16-","A","WSA"
"2017-01-20 13:47:58","113","34-","D","WSA"
"2017-01-20 13:47:58","113","34-","A","WSA"
"2017-01-20 13:47:58","113","16-","D","WSA"
"2017-01-20 14:01:49","113","33R","A","WSA"
"2017-01-20 14:01:49","113","15L","D","WSA"
"2017-01-20 14:01:49","113","33L","A","WSA"
"2017-01-20 14:01:49","113","15R","D","WSA"
"2017-01-20 14:01:49","113","15R","A","WSA"
"2017-01-20 14:01:49","113","33L","D","WSA"
"2017-01-20 14:01:49","113","15L","A","WSA"
"2017-01-20 14:01:49","113","33R","D","WSA"
"2017-01-20 14:01:49","113","16-","A","WSA"
"2017-01-20 14:01:49","113","34-","D","WSA"
"2017-01-20 14:01:49","113","34-","A","WSA"
"2017-01-20 14:01:49","113","16-","D","WSA"
"2017-01-20 14:01:59","113","33R","A","WSA"
"2017-01-20 14:01:59","113","15L","D","WSA"
"2017-01-20 14:01:59","113","33L","A","WSA"
"2017-01-20 14:01:59","113","15R","D","WSA"
"2017-01-20 14:01:59","113","15R","A","WSA"
"2017-01-20 14:01:59","113","33L","D","WSA"
"2017-01-20 14:01:59","113","15L","A","WSA"
"2017-01-20 14:01:59","113","33R","D","WSA"
"2017-01-20 14:01:59","113","16-","A","WSA"
"2017-01-20 14:01:59","113","34-","D","WSA"
"2017-01-20 14:01:59","113","34-","A","WSA"
"2017-01-20 14:01:59","113","16-","D","WSA"
"2017-01-20 14:56:09","113","34-","A","WSA"
"2017-01-20 14:56:09","113","16-","D","WSA"
"2017-01-20 14:56:19","113","34-","A","WSA"
"2017-01-20 14:56:19","113","16-","D","WSA"
"2017-01-20 14:56:29","113","34-","A","WSA"
"2017-01-20 14:56:29","113","16-","D","WSA"
"2017-01-21 22:07:18","113","16-","A","WSA"
"2017-01-21 22:07:18","113","34-","D","WSA"
"2017-01-21 22:07:29","113","16-","A","WSA"
"2017-01-21 22:07:29","113","34-","D","WSA"
"2017-01-21 22:07:29","113","34-","A","WSA"
"2017-01-21 22:07:29","113","16-","D","WSA"
"2017-01-21 22:07:39","113","16-","A","WSA"
"2017-01-21 22:07:39","113","34-","D","WSA"
"2017-01-21 22:07:39","113","34-","A","WSA"
"2017-01-21 22:07:39","113","16-","D","WSA"
